period,mean_regret
5363,5.479581978020066
5364,5.479941132997634
5365,5.4803002879752025
5366,5.480659442952771
5367,5.481018597930339
5368,5.481377752907907
5369,5.481736907885475
5370,5.482096062863041
5371,5.482455217840611
5372,5.482814372818178
5373,5.483173527795746
5374,5.483532682773315
5375,5.483891837750883
5376,5.48425099272845
5377,5.484610147706017
5378,5.484969302683586
5379,5.485328457661153
5380,5.4856876126387215
5381,5.486046767616289
5382,5.486405922593858
5383,5.486765077571425
5384,5.487124232548994
5385,5.48748338752656
5386,5.487842542504128
5387,5.4882016974816965
5388,5.488560852459264
5389,5.488920007436833
5390,5.4892791624144
5391,5.489638317391968
5392,5.489997472369536
5393,5.490356627347104
5394,5.490715782324672
5395,5.491074937302239
5396,5.491434092279807
5397,5.491793247257375
5398,5.492152402234943
5399,5.492511557212511
5400,5.492870712190079
5401,5.493229867167647
5402,5.493589022145214
5403,5.493948177122784
5404,5.494307332100351
5405,5.494666487077918
5406,5.495025642055487
5407,5.495384797033055
5408,5.495743952010622
5409,5.49610310698819
5410,5.496462261965759
5411,5.496821416943326
5412,5.497180571920894
5413,5.497539726898461
5414,5.49789888187603
5415,5.498258036853597
5416,5.498617191831166
5417,5.498976346808733
5418,5.499335501786301
5419,5.499694656763869
5420,5.500053811741436
5421,5.500412966719005
5422,5.500772121696572
5423,5.5011312766741405
5424,5.501490431651709
5425,5.501849586629277
5426,5.502208741606845
5427,5.502567896584411
5428,5.502927051561979
5429,5.503286206539547
5430,5.5036453615171155
5431,5.5040045164946845
5432,5.504363671472252
5433,5.50472282644982
5434,5.505081981427388
5435,5.505441136404956
5436,5.505800291382523
5437,5.5061594463600905
5438,5.5065186013376595
5439,5.506877756315228
5440,5.507236911292795
5441,5.507596066270362
5442,5.507955221247931
5443,5.508314376225498
5444,5.508673531203066
5445,5.509032686180634
5446,5.509391841158203
5447,5.50975099613577
5448,5.510110151113339
5449,5.510469306090905
5450,5.510828461068473
5451,5.511187616046041
5452,5.511546771023609
5453,5.511905926001178
5454,5.512265080978745
5455,5.512624235956313
5456,5.512983390933881
5457,5.513342545911449
5458,5.513701700889017
5459,5.514060855866584
5460,5.514420010844152
5461,5.51477916582172
5462,5.515138320799288
5463,5.515497475776857
5464,5.515856630754424
5465,5.516215785731992
5466,5.51657494070956
5467,5.5169340956871284
5468,5.517293250664696
5469,5.517652405642263
5470,5.518011560619832
5471,5.5183707155974
5472,5.518729870574967
5473,5.5190890255525344
5474,5.519448180530103
5475,5.519807335507671
5476,5.520166490485239
5477,5.520525645462806
